KM INTERIOR WORK PTE LTD,,,,,,,780,,,,CODED BY SHR,,,,,,,,,,,,,,,,,,,,,
Project Name List Year 2011 - Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Free of Charge,,No KM Worker. Outsourcing from Sub Con,ON GONING,SUPPLY (SALES) MATERIAL / LABOUR ONLY,,,100% BILLED,,,,,,,,,,,,,,,,,,,,
1082,13207 S,,KAREN   OS00236,FENCING&PLINTH CONSTRUCTION-,INTERSPACE PTE LTD,DON TAN,"SAKURA SYSTEM SERVICE PTE LTD @ 77 SCIENCE PARK DRIVE , CINTECH III  BASEMENT CARPARK  SINGAPORE 118256",19.08.2013,EUE YONG CHUN  (PM00219),,19.08.2013,23.09.2013,13.09.2013,13.09.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.08.22.15.36,13207,S,1,,CODED BY SHR,2013.11.14.11.11,
1083,13208 S,,SHERYL  OS00228,GYPSUM CEILING & PARTITION W/PAINTING-,CATHAY INTERIORS PTE LTD,MR.LIM,"313  SOMERSET @ ORCHARD ROAD # B1,B2,B3,L1 SINGAPORE 238895",07.05.2013,LIM TECK SENG  (PM00010),,07.05.2013,07.06.2013,02.06.2013,02.06.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.08.10.37,13208,S,1,,CODED BY SHR,2013.11.14.11.13,
1084,13209 I,,SHERYL  OS00228,GYPSUM CEILING/ PARTITION/ HOARDING / PAINTING AND DEMOLITION WORKS-,TMS DESIGN (S) PTE LTD,ANDY YEO,DAISO @ IMM BUILDING # 03-50 2 JURONG EAST STREET 21 SINGAPORE 609601,06.05.2013,LIM TECK SENG  (PM00010),,06.05.2013,06.07.2013,24.08.2013,24.08.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.07.19.37,13209,I,1,2,CODED BY SHR,2013.11.14.11.14,
1085,13210 M,,ANGIE   OS00196,HOARDING (PLYWOOD) WORKS & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B1 - 001 B,08.05.2013,NATARAJAN JEGADESAN (IN00158),,08.05.2013,09.05.2013,09.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.43,13210,M,1,,,,
1086,13211 M,,ANGIE   OS00196,HOARDING (PLYWOOD) WORKS & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ L1 - 048 / 049,12.05.2013,NATARAJAN JEGADESAN (IN00158),,12.05.2013,13.05.2013,13.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.07.12.17.45,13211,M,1,2,,,
1087,13212 S,,SHERYL  OS00228,GYPSUM CEILING/ PARTITION & PLASTERING W/ PAINTING-,PRECISE INTERNATIONAL PTE LTD,STEVEN,"STROBERI @ 313 SOMERSET # B2 -29 , ORCHARD ROAD SINGAPORE 238895",08.05.2013,LIM TECK SENG  (PM00010),,08.05.2013,22.05.2013,21.06.2013,21.06.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.08.15.54,13212,S,1,,CODED BY SHR,2013.11.14.13.07,
1088,13213 O,,SHERYL  OS00228,INSTALL GYPSUM HOARDING WORKS (REINSTALL WORKS)-,TMS DESIGN (S) PTE LTD,ANDY YEO,"SASA @ PLAZA SINGAPURA # 02- 06 , ORCHARD ROAD SINGAPORE 238839",09.05.2013,EUE YONG CHUN  (PM00219),,09.05.2013,09.05.2013, , ,,,,,,,MD,CODED BY OHN,CANCELLED,SHOP,2013.05.08.15.55,13213,O,1,,CODED BY SHR,2013.11.18.14.37,
1089,13214 G,,SHERYL  OS00228,REPAIR WORK FOR GYPSUM CEILING-,KINGSMEN PROJECTS PTE LTD,JAMES TAN,"ABERCROMBIE  KNIGHTBRIDGE @ GRAND PARK HOTEL# 01- 01 , 270 ORCHARD ROAD , SINGAPORE 238857",06.05.2013,HANNAN AFSAR PRADHAN (BH00071),SHAHID ABDUL KADER (BS00130),06.05.2013,,07.05.2013,07.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,HOTEL,2013.05.08.17.02,13214,G,1,,,,
1090,13215 J,,SHERYL  OS00228,GYPSUM CEILING & PARTITION W/PAINTING-,TMS DESIGN (S) PTE LTD,DEREK YOW,"KID STYLE @ JURONG EAST MALL # 04 - 52 , 50 JURONG GATEWAY ROAD SINGAPORE 608549 ",13.05.2013,LIM TECK SENG  (PM00010),,13.05.2013,07.06.2013,10.06.2013,,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.11.12.34,13215,J,1,2,,,
1091,13216 J,,SHERYL  OS00228,GYPSUM CEILING & PARTITION W/PAINTING-,TMS DESIGN (S) PTE LTD,DEREK YOW,"CELIO @ JURONG EAST MALL # 02 -10 , 50 JURONG GATE WAY ROAD , SINGAPORE 608549",13.05.2013,LIM TECK SENG  (PM00010),,13.05.2013,27.05.2013,07.06.2013,,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.11.12.35,13216,J,1,2,,,
1092,13217 P,,ANGIE   OS00196,GRID & GYPSUM CEILING/ PARTITION/ PLASTERING/ PAINTING AND DEMOLITION WORKS ( A & A)-,MEDIA TREE WORKS INTERNATIONAL PTE LTD,CAINES XIA,"WEI QI 2 (TRAINING SCHOOL) @ BLK 505  PAYA LEBAR AIR BASE , SINGAPORE",13.05.2013,LEONG WOOT KEONG  (PM00008),MOHAMMED BILLAL HOSSAIN (BM00108),13.05.2013,31.07.2013,20.09.2013,20.09.2013,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,COMMERCIAL,2013.10.30.14.24,13217,P,1,1,,,
1093,13218 M,,SHERYL  OS00228,TIMBER HOARDING WORKS-,KINGSMEN PROJECTS PTE LTD,JAMES TAN,BROOKS BROTHERS @ MARINA BAY SANDS # B1 - 07 ,09.05.2013,A K M RAHMAN  (BA00042),,09.05.2013,10.05.2013,10.05.2013,10.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.11.14.53,13218,M,1,,CODED BY SHR,2013.11.11.20.55,
1094,13219 J,,SHERYL  OS00228,GYPSUM CEILING  & PARTITION WORKS-,YEW LEE DECORATIONS  PTE LTD,BEN TAN,PUR PUR @ JURONG EAST MALL # 02-52,11.05.2013,LIM TECK SENG  (PM00010),ABU HAYDAR MOHAMMED MOSHARAF HOSSAIN (MD RIDHOY) (BA00046),11.05.2013,31.05.2013,29.05.2013,29.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.27.19.38,13219,J,1,2,CODED BY SHR,2013.11.14.13.36,
1095,13220 I,,SHERYL  OS00228,GYPSUM CEILING  & PARTITION WORKS W/ PAINTING-,TMS DESIGN (S) PTE LTD,DEREK YOW,"HOLLAND & BARRETT @ IMM BUILDING # 01 -51 JURONG EAST STREET 21 , SINGAPORE 609601",11.05.2013,LIM TECK SENG  (PM00010),ABU HAYDAR MOHAMMED MOSHARAF HOSSAIN (MD RIDHOY) (BA00046),11.05.2013,18.05.2013,17.05.2013,17.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.11.12.23,13220,I,1,2,CODED BY SHR,2013.11.14.13.46,
1096,13221 P,,SHERYL  OS00228,SILICONE APPLICATION AND WATERPROOFING WITH PAINTING-,INTERSPACE PTE LTD,KM CHONG,"KANTO KAGAKU FACTORY @ 5 PIONEER WALK, SINGAPORE 627754",14.05.2013,EUE YONG CHUN  (PM00219),,14.05.2013,14.05.2013,14.05.2013,14.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.10.04.14.31,13221,P,1,,,,
1097,13222 M,,ANGIE   OS00196,GRID CEILING / PAINTING AND TOUCH UP WORKS-,ISG ASIA (S) PTE LTD,CHAN KA FATT,MICROSOFT @ ONE MARINA BOULEVARD # 19 / 20 / 23 ,18.05.2013,LEONG WOOT KEONG  (PM00008),,18.05.2013,10.06.2013,30.06.2013,30.06.2013,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,OFFICE,2013.05.11.16.03,13222,M,1,,CODED BY SHR,2013.11.16.10.19,
1098,13223 H,,SHERYL  OS00228,GYPSUM CEILING WORK (W/ PAINTING)-,TMS DESIGN (S) PTE LTD,DERRICK YEO,HOLLAND & BARRETT @ HOUGANG MALL # B1- 04 SINGAPORE 538766,14.05.2013,CHENG SI JIE (CC00022),,14.05.2013,28.05.2013,28.05.2013,,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.07.20.14.14,13223,H,1,2,,,
1099,13224 C,,SHERYL  OS00228,REMOVE GLASS PANELS / INSTALLL P/L  CHANNELS & REPLACE FLOORING WORKS-,TMS DESIGN (S) PTE LTD,ANDY YEO,HKL @ CITY LINK MALL B1 - 57,16.05.2013,ABU HAYDAR MOHAMMED MOSHARAF HOSSAIN (MD RIDHOY) (BA00046),,16.05.2013,19.05.2013,21.05.2013,21.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.13.15.16,13224,C,1,,CODED BY SHR,2013.11.14.13.55,
1100,13225 J,,SHERYL  OS00228,GYPSUM CEILING & PARTITION W/O PAINTING-,KINGSMEN PROJECTS PTE LTD,CLAIRIN TAN,ESPRIT @ JURONG EAST MALL # 01- 44 / 45 SINGAPORE 609601,13.05.2013,LITON ABUL HASEM (BL00084),,13.05.2013,30.06.2013,30.06.2013,30.06.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.14.10.11,13225,J,1,2,CODED BY SHR,2013.12.23.14.34,
1101,13226 T,,SHERYL  OS00228,GYSUM CEILING/ ERECT OF PARTITION & MAKE GOOD ACCESS CEILING W/ PAINTING (NIGHT WORKS)-,TMS DESIGN (S) PTE LTD,DERRICK YEO,"KID STYLE @ TAKASHIMAYA , 290 ORCHARD ROAD # 04 - 00 SINGAPORE 238859",18.05.2013,CHENG SI JIE (CC00022),,18.05.2013,01.06.2013,01.06.2013,01.06.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.14.10.30,13226,T,1,2,CODED BY SHR,2013.11.14.13.57,
1102,13227 T,,SHERYL  OS00228,GYPSUM CEILING & PARTITION WORKS W/O PAINTING-,KINGSMEN PROJECTS PTE LTD,ANDREW GIAN,"RALPH  LAUREN  @ TAKASHIMAYA , 391 ORCHARD ROAD, NGEE ANN CITY # 03 -00 SINGAPORE 238872",08.06.2013,LIEW CHEE WEI  (CL00027),,08.06.2013,18.06.2013,18.06.2013,18.06.2013,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.18.10.28,13227,T,1,,CODED BY SHR,2013.11.18.19.06,
1103,13228 M,,ANGIE   OS00196,HOARDING (PLYWOOD) WORKS & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SAND @ B1-076,15.05.13,NATARAJAN JEGADESAN (IN00158),,15.05.13,30.05.2013,30.05.2013,,,,,,,,PD,CODED BY YM,PROJECT COMPLETED,SHOP,2013.06.19.16.44,13228,M,1,1,,,
1104,13229 M,,ANGIE   OS00196,HOARDING (PLYWOOD) WORKS & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B2-076,13.05.13,NATARAJAN JEGADESAN (IN00158),,13.05.13,30.05.2013,30.05.2013,,,,,,,,PD,CODED BY YM,PROJECT COMPLETED,SHOP,2013.06.19.16.45,13229,M,1,1,,,
1105,13230 J,,SHERYL  OS00230,GYPSUM CEILING WORKS & PARTITION WORKS W/ PAINTING-GYPSUM BOX UP,TMS DESIGN (S) PTE LTD,DEREK YEO,HOLLAND BARRET @ JURONG EAST MALL #B1-23,15.05.2013,,LITON,15.05.2013,,05.06.2013,,,,,,,,MD,CODED BY YM,PROJECT COMPLETED,SHOP,2013.06.11.12.26,13230,J,1,2,,,
1106,13088 C - 02,,SHERYL  OS00228,PARTITION WORK W/O PAINTING,ACTINIUM ENGINEERING PTE LTD,YEO WEE LENG,"ACTINIUM ENGINEERING PTE LTD , 3 CHANGI SOUTH LANE # 01-02  SINGAPORE (486118) ",11.05.2013,LIM TECK SENG  (PM00010),LIM TECK SENG  (PM00010),11.05.2013,19.05.2013,19.05.2013,19.05.2013,,,,,,,MD,CODED BY YM,PROJECT COMPLETED,SHOP,2013.05.16.17.46,13088,C,2,2,CODED BY SHR,2013.11.08.12.04,
1107,13231 H,,KAREN   OS00236,"DISMANTLE /GRID CEILING (600X600, 600X1200)-WITH PARTITION, PLASTERING & PAINTING",INTERSPACE PTE LTD,DON TAN,BEMAC STAR ASIA OFFICE @ HARBOURFRONT CENTRE #09-31 TO 32 & 24 TO 25,05.06.2013,CHENG HEE KIANG  (PM00003),,05.06.2013,05.07.2013,05.07.2013,,,,,,,,MD,CODED BY YM,PROJECT COMPLETED,OFFICE,2013.09.04.10.06,13231,H,1,2,,,
1108,12828 B - 02,,ANGIE   OS00196,"INSTALL ROLLER BLIND, EXHAUST FAN & MODIFY DB (ADDITIONAL WORKS)-",RESORT WORLD AT SENTOSA PTE LTD,DANNY KAM,"RWS COKE CART @ BULLRING, RESORT WORLD SENTOSA",20.05.2013,LEONG WOOT KEONG  (PM00008),,20.05.2013,31.05.2013,27.05.2013,27.05.2013,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.17.12.54,12828,B,2,1,CODED BY SHR,2013.12.02.14.06,
1109,12583 P - 02,,SHERYL  OS00228,TOUCH UP WORKS (NIGHTS)-,SCA DESIGN PTE LTD ,NORMAN CHAN,SDV LOGISTICS (SINGAPORE) PTE LTD  @ 11 PIONEER TURN  (GOVERNMENT PROPERTY),18.05.2013,CHENG SI JIE (CC00022),,18.05.2013,19.05.2013,03.08.2013,03.08.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.17.16.48,12583,P,2,,CODED BY SHR,2013.11.14.19.02,
1110,13232 M,,ANGIE   OS00196,HOARDING(PLYWOOD) & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B1 - 077,19.05.2013,NATARAJAN JEGADESAN (IN00158),,19.05.2013,31.05.2013,31.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.46,13232,M,1,1,,,
1111,13233 M,,ANGIE   OS00196,HOARDING PLYWOOD & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B2 - 224,19.05.2013,NATARAJAN JEGADESAN (IN00158),,19.05.2013,20.05.2013,20.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.47,13233,M,1,1,,,
1112,13234 M,,ANGIE   OS00196,HOARDING (PLYWOOD) WORKS & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,BARNARD BANIQNED,"FOSSIL COLLECTIONS @ MARINA BAY SANDS , 2 BAY FRONT AVENUE # B2- 093/094  SINGAPORE 018972",20.05.2013,NATARAJAN JEGADESAN (IN00158),,20.05.2013,21.05.2013,21.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.29.13.35,13234,M,1,1,,,
1113,13131 V - 02,,SHERYL  OS00228,GYPSUM CEILING & PARTITION W/PAINTING-,TMS DESIGN (S) PTE LTD,ROLAND ONG,"ALDO @ BUGIS , 200 VICTORIA STREET  #  01 -39 / 40 SINGAPORE 188021",22.05.2013,EUE YONG CHUN  (PM00219),,22.05.2013,24.05.2013,24.05.2013,24.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.10.18.13.26,13131,V,2,,,,
1114,13235 J,,SHERYL  OS00228,GYPSUM PARTITION W/ PLYWOOD INCLUDED  PLASTERING & PAINTING-,ACOUSTIC MEDIA ENGINEERING PTE LTD,JIMI EU,THE CUFFLINK CLUB @ NO. 6 JIAK CHUAN ROAD SINGAPORE 089262,22.05.2013,CHENG SI JIE (CC00022),,22.05.2013,22.05.2013,22.05.2013,22.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.21.11.52,13235,J,1,2,CODED BY SHR,2013.11.16.11.05,
1115,11372 S - 02,,KAREN   OS00236,TOUCH UP WORK FOR CEILING WORK,INTERSPACE PTE LTD,KM CHONG,SGDC DATA CENTRE OFFICE @ 53 SERANGOON NORTH AVE 4 .# 02-02,23.05.2013,HANNAN(BH00071) / KEE CHUANG HAN(CK00025),,23.05.2013,22.05.2013,22.05.2013,22.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,DATA CENTRE,2013.05.21.12.02,11372,S,2,,CODED BY SHR,2013.11.08.12.05,
1116,13236 O,,ANGIE   OS00196,CEILING & PARTITION WORKS-,KINGSMEN PROJECTS PTE LTD,SHAWN TAY,WISMA ATRIA OFFICE LOBBY @ 435 ORCHARD ROAD SINGAPORE 238877,25.05.2013,LIEW CHEE WEI ,,25.05.2013,30.06.2013,23.06.2013,23.06.2014,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,OFFICE,2013.05.27.09.42,13236,O,1,2,CODED BY SHR,2014.04.07.10.43,
1117,12919 M - 02,,ANGIE   OS00196,PARTITION W/ PLASTERING / PAINTING & TOUCH UP WORKS-,ISG ASIA (S) PTE LTD,CHAN KA FATT,GOLDIN FINANCIAL HOLDING LIMITED (OFFICE) @ MBFC TOWER 3 # 36 - 00,22.05.2013,LIEW CHEE WEI  (CL00027),,22.05.2013,25.05.2013,08.06.2013,08.06.2013,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,OFFICE,2013.05.21.19.03,12919,M,2,,CODED BY SHR,2013.11.14.14.06,
1118,13119 O - 02,,SHERYL  OS00228,SUPPLY  CORK BOARD [ 6 MM (H) X 3200 MM (L) X 1220 MM (W)] TO WALL-,SCA DESIGN PTE LTD,ALEX  LEE,MCDONALD HOUSE @ 40 ORCHARD ROAD # 07   SINGAPORE 238837,21.06.2013,CHENG SI JIE (CC00022),,21.06.2013,,21.06.2013,,,,,,,,MD,CODED BY OHN,SUPPLY (SALES) MATERIAL / LABOUR ONLY,SHOP,2013.06.06.16.15,13119,O,2,1,,,
1119,13237 N,,SHERYL  OS00228,GYPSUM CEILING & PARTITION W/ PLASTERING WORKS-,KINGSMEN PROJECTS PTE LTD,CARRIE SANTIAGO,PIAGET @ NGEE ANN CITY  # 02- 12 A  SINGAPORE 238872,08.06.2013,LIM TECK SENG  (PM00010),,08.06.2013,30.06.2013,08.07.2013,08.07.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.22.17.34,13237,N,1,2,CODED BY SHR,2013.11.14.14.10,
1120,13238 P,,SHERYL  OS00228,OPEN CEILING FOR PLASTERING & PAINTING/ REINSTALL EXISTING GRID CEILING-,INTERSPACE PTE LTD,KM CHONG,SEMBAWANG OFFICE @ PSA BUILDING # 27 SINGAPORE 759657,25.05.2013,CHENG SI JIE (CC00022),,25.05.2013,25.05.2013,25.05.2013,25.05.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,OFFICE,2013.05.22.12.50,13238,P,1,1,CODED BY SHR,2013.11.14.14.11,
1121,13239 M,,ANGIE   OS00196,TOUCH UP WORK ( PARTITION W / PLASTERING WORKS )-,DECO-BASE ENTERPRISE PTE LTD,BERNARD HO,"LOUIS VUITTON @ 2 BAY FRONT AVENUE, MARINA BAY SANDS # B1-38 SINGAPORE 018972",24.05.2013,YAP CHIN HONG  (PM00016),,24.05.2013,14.06.2013,14.06.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.08.02.14.14,13239,M,1,2,,,
1122,13240 O,,ANGIE   OS00196,PARTITION W/ PLASTERING WORKS-,KINGSMEN PROJECTS PTE LTD,RICHARD LEE,"DESIGUAL @ 181 ORCHARD ROAD , ORCHARD CENTRAL # 02-00 SINGAPORE 238896",15.05.2013,LIEW CHEE WEI  (CL00027),,15.05.2013,17.05.2013,17.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.22.17.10,13240,O,1,2,,,
1123,13241 C,,SHERYL  OS00228,GYPSUM CEILING & PARTITION W/ PAINTING-,TMS DESIGN (S) PTE LTD,DERRICK YEO,HOLLAND & BARRETT @ CITY LINK MALL # 01- 61 SINGAPORE 039393,02.06.2013,EUE YONG CHUN  (PM00219),,02.06.2013,30.06.2013,30.06.2013,30.06.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.05.22.18.01,13241,C,1,,CODED BY SHR,2013.11.26.12.24,
1124,13242 W,,SHERYL  OS00228,OPEN CEILING HOLES FOR HOLLOW METAL SUPPORT WELDING / INSTALLION WORK FOR ONE SUSPENDED LIGHT BOX-,KINGSMEN PROJECTS PTE LTD,NIE ZHAO,MARKS AND SPENCER @ WHEEL LOCK PLACE # 01- 00 SINGAPORE 238880,27.05.2013,CHENG SI JIE (CC00022),MOHAMMED JASHIM LATE ABDUL WAHAB (BM00109),27.05.2013,27.05.2013,,,,,,,,,MD,CODED BY OHN,CANCELLED,SHOP,2013.08.29.15.43,13242,W,1,,,,
1125,13243 P,,SHERYL  OS00228,LAY CEMENT SCREED/INSTALL SLAG TO TIC TAC DOOR/ INSTALL DOOR STOPPER/ SEAL GAP BETWEEN TOILET/ SEAL UP WINDOW TO PREVENT LEALCAGE AND PAINTING WORKS-,KNIGHT FRANK ESTATE MANAGEMENT PTE LTD,JOYCE GOH,"KNIGHT FRANK ESTATE MANAGEMENT OFFICE @ 160 PAYA LEBAR ROAD , ORION BUILDING # 05-05/06 SINGAPORE 409022",01.06.2013,EUE YONG CHUN  (PM00219),,01.06.2013,01.06.2013,01.06.2013,01.06.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,COMMERCIAL,2013.05.23.16.10,13243,P,1,2,CODED BY SHR,2013.11.14.14.19,
1126,13244 T,,SHERYL  OS00228,GYPSUM CEILING & PARTITION / PLASTERING W/PAINTING-,TMS DESIGN (S) PTE LTD,DERRICK YEO,HOLLAND & BARRETT @ BLK 10 TAMPINES CENTRAL 1 # B1- 04  SINGAPORE 529536,03.06.2013,EUE YONG CHUN  (PM00219),,03.06.2013,12.06.2013,19.06.2013,,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.22.14.40,13244,T,1,2,,,
1127,13245 R,,ANGIE   OS00196,PLASTERING / PAINTING & TOUCH UP WORKS (A&A)-,ISG ASIA (S) PTE LTD,ADRIAN QUIMSON,"ALPHADYNE ASSET MANAGEMENT @ ONE GEORGE STREET , RAFFLES PLACE SINGAPORE 049145",24.05.2013,LIEW CHEE WEI  (CL00027),,24.05.2013,25.05.2013,25.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,OFFICE,2013.05.25.15.34,13245,R,1,2,,,
1128,13246 M,,ANGIE   OS00196,HOARDING PLYWOOD / PLASTERING & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B2 - 014,26.05.2013,NATARAJAN JEGADESAN (IN00158),,26.05.2013,26.05.2013,26.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.55,13246,M,1,1,,,
1129,13247 M,,ANGIE   OS00196,HOARDING PLYWOOD / PLASTERING & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B2- 111,26.05.2013,NATARAJAN JEGADESAN (IN00158),,26.05.2013,26.05.2013,26.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.56,13247,M,1,1,,,
1130,13248 M,,ANGIE   OS00196,HOARDING PLYWOOD / PLASTERING & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B2 - 077,26.05.2013,NATARAJAN JEGADESAN (IN00158),,26.05.2013,26.05.2013,26.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.57,13248,M,1,1,,,
1131,13249 M,,ANGIE   OS00196,HOARDING PLYWOOD / PLASTERING & TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B2 - 109,26.05.2013,NATARAJAN JEGADESAN (IN00158),,26.05.2013,28.05.2013,28.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.57,13249,M,1,1,,,
1132,13250 D,,KAREN   OS00236,PIPE LAYING (INCLUDE EXCAVATION)-,HO'S AUTO CO.LTD,AH TEE,HO'S AUTO CO.LTD @ NO 24 DEFU LANE AVENUE 12  SINGAPORE 539131,27.05.2013,LIM TECK SENG  (PM00010),VALLATHARASU BALASUBRAMANIAN (IV00208),27.05.2013,03.06.2013,01.06.2013,01.06.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,COMMERCIAL,2013.05.26.01.14,13250,D,1,2,CODED BY SHR,2013.11.14.14.22,
1133,13251 S,,CHUNG ZIN LU OS00309,GRID CEILING AND PARTITION WORKS  - FLOOR EPOXY,ACME ASSOCIATES PTE LTD,ROGER QUEK,IDA (INFOCOMM DEVELOPMENT AUTHORITY) @ NO.25 SERANGOON NORTH AVE 5 # 03 -00 SINGAPORE 554914,01.07.2013,CHENG HEE KIANG  (PM00003),,01.07.2013,27.08.2013,31.12.2013,31.12.2013,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,DATA CENTRE,2013.05.27.20.15,13251,S,1,2,CODED BY SHR,2014.03.14.15.36,
1134,13252 J,,SHERYL  OS00228,GYPSUM CEILING / PARTITIION/ PLASTERING AND PAINTING WORKS-,TMS DESIGN (S) PTE LTD,RONALD ONG,"PRECIOUS THOTS @ JURONG EAST MALL, 8 JURONG TOWN HALL ROAD # 04 - 24 SINGAPORE 609434",20.05.2013,EUE YONG CHUN  (PM00219),,20.05.2013,07.06.2013,09.06.2013,,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.11.12.32,13252,J,1,2,,,
1135,13253 M,,ANGIE   OS00196,HOARDING PLYWOOD/ PLASTERING AND TOUCH UP WORKS-,CRYSTAL CLEAR MANAGEMENT PTE LTD,ALAGU SHAN,MARINA BAY SANDS @ B2- 026 A,28.05.2013,NATARAJAN JEGADESAN (IN00158),,28.05.2013,28.05.2013,28.05.2013,,,,,,,,PD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.19.16.58,13253,M,1,2,,,
1136,13254 J,,SHERYL  OS00228,GYPSUM CEILING / PARTITIION/ PLASTERING AND PAINTING WORKS-,TMS DESIGN (S) PTE LTD,RONALED ONG,"SEIKO@ JURONG EAST MALL, 8 JURONG TOWN HALL ROAD # 04 - 24 SINGAPORE 609434",30.05.2013,,,30.05.2013,08.06.2013,10.06.2013,,,,,,,,MD,CODED BY OHN,PROJECT COMPLETED,SHOP,2013.06.11.12.36,13254,J,1,2,,,
